Country or Area,Year,"Undata Carbon Dioxide (Co2) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Greenhouse Gas (Ghgs) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Greenhouse Gas (Ghgs) Emissions, Including Indirect Co2, Without Lulucf, In Kilotonne Co2 Equivalent ","Undata Hydrofluorocarbons (Hfcs) Emissions, In Kilotonne Co2 Equivalent","Undata Methane (Ch4) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Nitrogen Trifluoride (Nf3) Emissions, In Kilotonne Co2 Equivalent ","Undata Nitrous Oxide (N2O) Emissions Without Land Use, Land-Use Change And Forestry (Lulucf), In Kilotonne Co2 Equivalent","Undata Perfluorocarbons (Pfcs) Emissions, In Kilotonne Co2 Equivalent","Undata Sulphur Hexafluoride (Sf6) Emissions, In Kilotonne Co2 Equivalent","Undata Unspecified Mix Of Hydrofluorocarbons (Hfcs) And Perfluorocarbons (Pfcs) Emissions, In Kilotonne Co2 Equivalent "
Netherlands (Kingdom of the),2002,176466.076370542,218256.534785968,218719.154584335,1424.71851272478,25107.8629009359,,12706.092690787,2362.46831097848,189.316,
New Zealand,2002,34541.6066222456,77682.4408397803,,386.964946561412,35349.0137752339,,7297.05367012922,84.48445,23.317375610244,
Norway,2002,41659.3399630038,54172.9128780597,55077.5714318997,490.188141766391,6758.73894313135,,3540.14962206075,1490.360672751,234.13553534641,
Poland,2002,306122.759993958,382301.81699125,382809.47370273,2048.48026915845,52209.3223384056,,21707.3457074122,189.908496027264,24.000186288385,
Portugal,2002,69559.7062266709,86394.9518471253,86568.882150308,588.932641329433,12473.4726121934,,3752.19560879774,1.93061015149587,18.714147982275,
Romania,2002,99297.7066793429,147998.764895864,,158.460188134992,36865.4369971846,,10779.1936590444,886.471307973,11.496064184335,
Russian Federation,2002,1506787.94778203,1908501.86603869,,19303.1503124134,300953.219117448,,72964.2392767408,7299.97940811712,1193.33014194848,
Slovakia,2002,41978.1255920108,49870.148871261,49941.9113249361,167.955315220328,5140.1182329411,,2553.27154972546,15.4445648632285,15.2336165,
Slovenia,2002,16564.6933280951,20318.614670689,,70.1967484183372,2825.85195676515,,719.402038784624,121.426048625834,17.04455,
Spain,2002,331949.764286745,400722.446329956,,7403.55492710277,47239.6555582869,,13691.600779474,251.919766776486,185.9510115705,
Sweden,2002,56685.4108207336,69735.2096387841,,880.803692183328,7295.21782083583,,4383.74043798792,366.765118350695,123.271748692725,
Switzerland,2002,43460.9322620266,53808.3012193851,54009.0478246704,787.655720445657,5717.48394654493,,3644.25946387924,32.1756931879128,165.79413330076,
Türkiye,2002,221225.642354847,285623.365191404,,417.186727909241,40956.3292655993,,22594.3525387434,415.9007043048,13.9536,
Ukraine,2002,295900.922731385,431034.493610548,,64.2713078674231,109420.194688997,,25549.3801731344,98.6552079088838,1.069501255212,
United Kingdom,2002,562251.682591321,705879.637270556,,8021.3296179948,111197.237233435,0.3334149,22530.8991918592,365.481826428161,1512.67339461865,
United States of America,2002,5946308.14455187,7293277.73744232,,103783.530034012,794450.442161131,507.508782026995,417062.438402615,9261.40069148115,16493.5781237855,5410.6946954
Australia,2003,369279.512308546,501128.976318902,,2647.35431755219,108530.050761768,,18758.9599266644,1683.98477494731,229.114229424252,
Austria,2003,77401.8931825332,91636.3033581774,,1026.65291234555,8783.4923781595,20.176842,3722.18764168204,115.5888,566.311601457075,
Belarus,2003,55087.9869054627,80871.0754330951,,19.8237158712564,14881.4015718123,10.72764,10847.5505121551,18.680237793756,4.90485,
Belgium,2003,128248.329801844,147731.487534424,,1587.66818020495,9941.88339304698,,7616.01475603948,232.168010483986,105.423392805015,
Bulgaria,2003,50473.6750855831,62658.8699762451,62741.4908586471,77.9715163568108,8822.07312113839,,3277.22644965502,,7.92380351176,
Canada,2003,581427.172353753,734140.546520289,,3979.85765304976,110839.468677149,0.211738134724,31752.512377067,3489.89277382004,2651.43094731505,
Croatia,2003,23213.1279582673,29369.440381904,,108.84825700847,4026.50578276653,,2007.46252186168,,13.495862,
Cyprus,2003,7559.64815554257,8874.12355849413,8885.19685849413,91.9978878681004,994.648751944308,,216.720190939152,,11.1085722,
Czechia,2003,127571.696721971,150152.892482296,151274.670088643,1211.47908077428,16439.9242029856,,4772.29411781348,8.36216197037288,149.13619678107,
Denmark,2003,62090.0811932655,79006.622588953,79755.2867336954,782.203834288067,9863.76123416454,,6214.6407827888,24.78734605714,31.148198388865,
Estonia,2003,17263.5826472358,19233.2766426567,,99.7091460994807,1309.96878304275,,558.677954528049,,1.33811175066,
European Union,2003,3750173.79598925,4561695.81678336,4566353.96585343,50534.5212040434,522102.612819992,138.317785464866,221719.334322073,8971.46367942661,6929.3712912825,1126.399691834
Finland,2003,72654.3202277637,85490.3689331991,85588.4809542991,951.844789780003,6748.71860326297,,5105.99970768522,3.13247088213687,26.353133825,
France,2003,423470.891751765,552609.451804716,553944.844007985,9892.47427730706,77519.7103475787,28.518518518595,36607.0594590953,3460.40150998374,1630.3959404677,
Germany,2003,899858.375121708,1029390.01374058,,7803.65796832049,83233.980019856,18.137991613,33335.9828204215,931.9817719555,3105.92665166,1101.97139505
Greece,2003,109066.727929603,131569.002914148,,4112.54252060783,12680.8776542668,,5624.05884408646,80.612965584,4.183,
Hungary,2003,61860.7487948806,78367.7040281306,,453.357367985364,11218.6845230195,,4529.31069779616,228.154891076494,77.44775337248,
Iceland,2003,2985.95708795484,4106.86911177821,,45.1354746608285,754.799571174119,,256.248496162505,63.37664432592,1.3518375,
Ireland,2003,45684.1086560293,70468.4974362396,,516.365910674385,17729.1857523924,43.6471,6122.32506482823,259.4312424,113.43370991543,
Italy,2003,496005.837396029,587247.888590668,,6106.3963448592,56556.3658722735,27.837333333271,26249.1779578216,1712.92577116808,564.91961839877,24.428296784
Japan,2003,1287292.54277653,1378452.03185596,1381864.31123557,16228.0807335174,34381.5169914258,416.09627155916,25847.8711362644,8879.61312497259,5406.31082169256,
Latvia,2003,7726.97883519789,10921.1569788361,10941.0441628562,84.8282731218191,2113.65834462605,,992.851242570368,,2.84028332,
Liechtenstein,2003,229.35451611304,263.713273606292,,5.42264720052845,20.1240338870046,,8.52645184507365,0.02994456064596,0.25568,
Lithuania,2003,12659.430765768,20792.9272444768,20828.441717333,45.8399082645932,4382.58935102043,,3702.64373492381,,2.4234845,
Luxembourg,2003,10452.5178141534,11366.7567326557,,38.0855510003063,659.564749693657,,212.709375099281,,3.879242709005,
Malta,2003,2960.83317301659,3269.04132909639,,13.5619285973507,231.841598418432,,60.6797764070127,,2.124852657,
Monaco,2003,96.6689986113213,104.087702555883,104.374044758596,2.96859309234351,1.281190711683,,3.03776895853092,0.03994692,0.091204262004,
Netherlands (Kingdom of the),2003,179896.910913643,218993.830564249,219442.257385507,1399.29441130439,24241.8809799178,,12600.8327361557,699.10652322853,155.805,
New Zealand,2003,36240.9925151002,79827.3916831715,,459.274581081636,35431.4694246454,,7543.6548038511,126.813,25.187358493152,
Norway,2003,43144.7704162908,54947.5509456452,55717.4508401952,500.310948221845,6726.95451997819,,3408.67298991232,944.569769442,222.27230180008,
Poland,2003,318949.734812905,395538.579156532,396038.138292278,2617.09475487007,52320.6799058444,,21445.627740742,184.089929425901,21.3520127445,
Portugal,2003,64455.8228310603,81299.1496087362,81490.7510697892,719.81699042861,12478.9772874827,,3619.87004725468,2.36110276635068,22.301349743585,
Romania,2003,103817.986073608,153862.696788394,,216.019665906241,38144.7868229103,,11400.3839363506,273.862801656234,9.65748796263,
Russian Federation,2003,1537018.30911372,1940117.79996046,,14612.7926145885,309278.923456904,,71235.9418255963,6626.62473548603,1345.208214169,
Slovakia,2003,42302.7273353238,49973.4989465368,50041.4868489444,201.168952411322,4914.14161759322,,2516.16013721324,23.783219495278,15.5176845,
Slovenia,2003,16271.548806843,19987.8277063611,,88.6949356272074,2790.2276460215,,694.386354671671,125.35436319773,17.6156,
Spain,2003,336332.171366684,407928.767929886,,9385.88969693014,47445.458395336,,14342.5515972824,240.951210536022,181.7456631175,
Sweden,2003,57292.2106996216,70071.4565559306,,947.326901005715,7055.12453711218,,4324.64410476797,364.407587559121,87.742725864015,
Switzerland,2003,44646.0838046827,54870.3582385553,55057.263724205,867.791423091311,5627.58096368195,,3493.46685602863,64.3028361929114,171.13235487779,
Türkiye,2003,236765.649069397,304794.787500388,,628.798307196726,42958.0616453848,,24006.9636733375,420.152805072,15.162,
Ukraine,2003,307245.354320225,440311.782206951,,105.204616700276,110032.772492528,,22849.3069794265,77.1525662727273,1.991231799084,
United Kingdom,2003,573045.453392828,711313.285392895,,8797.69747521359,105678.727835003,0.311226166902,22139.8919924848,321.295609628532,1329.9078615701,
United States of America,2003,6010145.46285017,7352702.36111505,,98122.9091065804,794486.575111768,476.210204053409,419264.704223653,7400.02237767692,16632.7453285555,6173.7319126
Australia,2004,382820.890129487,518408.437662019,,3185.09900031307,110016.932516031,,20441.0027055759,1713.84870550831,230.664605103036,
Austria,2004,77699.2083472471,91427.8960518719,,1095.00157301946,8775.22246226698,24.8423,3189.69516438219,145.05975,498.866454956195,
Belarus,2004,58253.5306771906,84545.8011531992,,29.1449901723952,15116.764366821,10.72764,11111.9684772214,18.680237793756,4.984764,
Belgium,2004,128770.821069402,148523.923552617,,1672.82044641238,9876.94701648661,,7763.17611315776,346.826263016209,93.33264414146,
Bulgaria,2004,49525.7750796781,61760.5755534922,61842.0787823199,104.741192427117,8317.18857281103,,3804.48732446059,,8.383384115365,
Canada,2004,579689.421648329,736725.45671966,,4584.77356780635,113213.176638027,0.203067672,33376.1134008568,3521.86751450847,2339.90088246041,
Croatia,2004,22884.8597526106,29386.4450322587,,130.152403176896,4141.43418336984,,2216.04488660142,,13.9538065,
Cyprus,2004,7788.7302524173,9077.63114604947,9091.27334604947,107.153253138078,984.948386425321,,185.036244468777,,11.7630096,
Czechia,2004,128291.627781624,151009.988671731,152090.418887341,1327.48084581678,15896.4705517257,,5357.68329461514,12.4082659786774,124.317931970215,
Denmark,2004,56536.4406772822,73060.0743123623,73772.9394504835,838.394924661549,9684.04491457671,,5947.8750993403,20.69705351857,32.621642982925,
Estonia,2004,17327.4572306405,19362.2605205164,,113.402362842948,1331.10767090867,,589.188724866415,,1.10453125782,
European Union,2004,3761613.6797614,4564128.22122197,4568722.10311894,56196.8573521993,505199.524329052,125.250646658592,225390.853796671,7518.7321552184,7161.33312019063,921.990060584
Finland,2004,68939.1068574165,81739.4259972549,81834.6496220179,1050.87674971105,6537.16895107761,,5184.78513423025,2.91834008373995,24.569964735815,
France,2004,425179.003627194,552209.060632702,553496.667038031,11298.6464337191,76381.9047176573,33.271604938334,35285.6619646428,2368.00123634431,1662.5710482065,
Germany,2004,885632.527768442,1010291.14035403,,8221.35245142583,76468.8784697047,21.355308387,34809.6725698281,899.243063015,3340.548959425,897.5617638
Greece,2004,109485.277281552,132215.073549365,,4309.68229972773,12707.4729892307,,5628.87438515655,79.372093698,4.3945,
Hungary,2004,60251.7250297118,77192.0497646603,,588.258953831093,10781.3659730019,,5233.93115372528,242.274080161557,94.49457422871,
Iceland,2004,3109.79262015713,4210.91789329245,,52.1723742786578,747.260295322416,,259.440660517607,40.896874266642,1.35506875,
Ireland,2004,46166.7845679182,69723.0234678342,,660.395142749878,16615.7959935872,16.9211,5982.42463785949,213.15852,67.54350571939,
Italy,2004,501631.595029306,592903.423494152,,7562.32875902737,54173.8849236588,28.860333333258,27111.5231901255,1770.45634597464,600.346615942935,24.428296784
Japan,2004,1282685.85386284,1369829.30014358,1373165.31686902,12418.3681016884,34068.2993038764,486.03833940564,25669.9522239471,9242.08598290166,5258.70232892366,
Latvia,2004,7732.1374158804,10862.7122002538,10882.1751539054,92.5963080011024,2055.3458315015,,979.280825770755,,3.3518191,
Liechtenstein,2004,229.390829736888,263.952526172915,,6.01622310078797,20.2311052721882,,8.00555952061805,0.03785354243314,0.270955,
Lithuania,2004,13254.1689180878,21592.7178422958,21628.2204198752,66.0804077897366,4401.09979931265,,3870.18015760569,,1.1885595,
Luxembourg,2004,11821.71696674,12740.9330200193,,38.2648173436729,648.110357642397,,228.394359640341,,4.44651865295,
Malta,2004,2849.05601560067,3176.08182706723,,20.5454026641076,243.512137477666,,61.3770680417824,,1.591203283,
Monaco,2004,91.4795085190744,98.8562331090224,99.1583534727639,2.79340677985755,1.5926441421605,,2.89974502907792,0.00484767,0.086080968852,
Netherlands (Kingdom of the),2004,181780.436486652,220478.998971584,220899.129037483,1460.34253098811,23787.0230659772,,12929.8884508813,347.972437085856,173.336,
New Zealand,2004,35835.6768962923,79669.2417746139,,560.040426047994,35490.4254012574,,7655.0679624918,99.11525,28.915838524356,
Norway,2004,43578.3028941256,55427.9768109441,56101.2017056541,526.810170357015,6604.25122488245,,3535.61778976713,913.6362227721,269.35850903981,
Poland,2004,323794.11975256,400799.428706337,401377.281944484,3150.16896498969,51679.0420914904,,21965.5452758838,187.509490524606,23.043130889375,
Portugal,2004,67303.3356231009,84520.5713949793,84716.935595304,829.182932491398,12472.7592716188,,3885.11855686404,2.82468307178294,27.350327832425,
Romania,2004,103276.91436974,152121.61200835,,277.578402666508,36548.1600441333,,11867.593291024,138.361312907333,13.004587878405,
Russian Federation,2004,1543957.08119459,1952617.15688292,,18409.9393632021,310990.466917603,,71167.6675204348,6613.70733193291,1478.29455515832,
Slovakia,2004,42792.3584434238,50679.9715470324,50755.6502224476,240.283820982214,4893.12885871298,,2717.04896640968,21.2445425037583,15.906915,
Slovenia,2004,16704.5831614494,20386.4431347383,,109.285800048187,2752.35161331288,,675.734118157053,126.482741770802,18.0057,
Spain,2004,353010.950219382,423589.741203272,,9862.94591078551,46519.1503981506,,13757.7827188538,232.994569076668,205.9173870235,
Sweden,2004,56516.9210757363,69410.3344254946,,1022.26108179204,7079.71795937317,,4332.91105462973,360.927366486889,97.59588747646,
Switzerland,2004,45231.4087797295,55465.746137462,55637.3391056769,961.458904355237,5609.78016655212,,3404.98829847923,66.1539156618778,191.956072684045,
Türkiye,2004,244768.58107138,314423.569983939,,909.371796254491,43501.2386789512,,24802.0508215435,425.8888158096,16.4388,
Ukraine,2004,310625.75107552,443118.425964255,,187.255739508298,106877.960084931,,25331.0446588993,93.3364053955353,3.078,
United Kingdom,2004,575203.662864616,707930.970127188,,7917.71877647369,100635.344950231,0.289037433965,22650.5293651087,407.081950631323,1116.34318269279,
United States of America,2004,6112654.58418795,7464364.91837517,,106706.346734048,790812.766596655,481.888714913277,425173.922423906,6183.119520807,15714.0202938985,6638.269903
Australia,2005,386153.53309002,524811.845283562,,3859.00872271506,112300.305724911,,20511.0811136915,1791.70111972472,196.215512499732,
Austria,2005,79097.3991919408,92588.5796542336,,1103.51630807532,8514.25420116871,26.3557,3188.21492483003,150.05916,508.7801682187,
Belarus,2005,59310.2855938971,86538.4030206389,,33.7942120199449,15606.6409616497,10.72764,11553.1808552784,18.680237793756,5.09352,
Belgium,2005,125627.921624912,145418.346373295,,2365.3276518809,9630.15364481411,,7545.29355624327,155.812310048143,93.83758539658,
Bulgaria,2005,50598.1736277904,62364.3203754317,62443.5790121613,166.323203692747,7931.83015234619,,3659.57772088206,,8.415670720245,
Canada,2005,574763.646107299,732220.092993772,,5107.03344257297,114807.904933934,0.194397209276,32285.5142110475,3838.43742130597,1417.36248040284,
Croatia,2005,23340.0325373508,29876.440591734,,189.0633225642,4155.72334886723,,2176.92086395178,,14.700519,
Cyprus,2005,7957.32153787739,9222.44157641521,9238.55557641521,121.800897542198,960.064055810794,,170.837638184826,,12.417447,
Czechia,2005,125690.736604182,148934.987994807,150064.009636597,1346.93283553064,16531.5698564545,,5236.09613604939,14.3756953092378,115.276867280715,
Denmark,2005,52974.0057819259,68748.1819731182,69433.9206874275,889.173992245578,9405.71081826368,,5438.89293567327,18.91581429948,21.482630710285,
Estonia,2005,17096.8092125639,19140.6212846849,,128.148801163142,1312.32346331266,,602.22707128881,,1.112736356375,
European Union,2005,3742850.94156103,4537296.29983419,4541881.89834786,62175.9238659143,496915.825866178,147.85555333332,220976.424746199,6288.13900527881,6960.31589016551,980.873346084
Finland,2005,57047.3125109689,69704.7037406607,69792.8036058287,1123.18669394957,6258.1793280932,,5249.57851459853,3.57636324634408,22.87032980413,
France,2005,428222.044075897,553899.478378898,555173.237098831,12310.1413003481,75397.4509881154,29.2698,34969.4545439778,1572.7097989555,1398.40787160387,
Germany,2005,865470.707091765,984986.970751264,,8461.89719075486,72573.5925200961,32.28372,33366.9337432968,773.231615106,3351.879820945,956.4450493
Greece,2005,113888.965296394,136748.139061605,,4503.28752571176,12799.113206806,,5467.72636266084,82.701670032,6.345,
Hungary,2005,60400.7267269958,76954.8840657526,,747.583117488624,10470.0727862983,,4992.02367259919,252.147323048165,92.330439322565,
Iceland,2005,2978.47607830068,4059.33995560642,,57.2375457648722,734.661587077418,,258.707002055168,27.662885537739,2.59485687055,
Ireland,2005,48156.201621632,71531.4789109648,,820.351438598509,16331.524662098,26.565,5900.30861193318,196.47141,100.056166703135,
Italy,2005,502346.597756263,594197.380637004,,8718.32284317152,54702.5562189407,33.38133333332,26047.522458911,1759.44099143438,565.13073816595,24.428296784
